AccumulatedDischargerPower,AccumulatedLoadPower,AccumulatedSelfusePower,AccumulatedPvPower,Hora,Dia,Mes,Anio 
224.5KWH (+ 0.1 KWH) ,361.2KWH (+ 0.1 KWH) ,224.5KWH (+ 0.1 KWH) ,23.4KWH (+ 0.1 KWH) ,09:59:38 a.m,06,abril,2020
224.6KWH (+ 0.1 KWH) ,361.2KWH (+ 0.0 KWH) ,224.6KWH (+ 0.1 KWH) ,23.5KWH (+ 0.1 KWH) ,10:14:39 a.m,06,abril,2020
224.6KWH (+ 0.0 KWH) ,361.3KWH (+ 0.1 KWH) ,224.6KWH (+ 0.0 KWH) ,23.6KWH (+ 0.1 KWH) ,10:29:39 a.m,06,abril,2020
224.7KWH (+ 0.1 KWH) ,361.3KWH (+ 0.0 KWH) ,224.7KWH (+ 0.1 KWH) ,23.7KWH (+ 0.1 KWH) ,10:44:39 a.m,06,abril,2020
224.7KWH (+ 0.0 KWH) ,361.4KWH (+ 0.1 KWH) ,224.7KWH (+ 0.0 KWH) ,23.8KWH (+ 0.1 KWH) ,10:59:39 a.m,06,abril,2020
224.8KWH (+ 0.1 KWH) ,361.4KWH (+ 0.0 KWH) ,224.8KWH (+ 0.1 KWH) ,23.9KWH (+ 0.1 KWH) ,11:14:39 a.m,06,abril,2020
224.9KWH (+ 0.1 KWH) ,361.5KWH (+ 0.1 KWH) ,224.9KWH (+ 0.1 KWH) ,24KWH (+ 0.1 KWH) ,11:29:39 a.m,06,abril,2020
224.9KWH (+ 0.0 KWH) ,361.6KWH (+ 0.1 KWH) ,224.9KWH (+ 0.0 KWH) ,24.2KWH (+ 0.2 KWH) ,11:44:39 a.m,06,abril,2020
225KWH (+ 0.1 KWH) ,361.6KWH (+ 0.0 KWH) ,225KWH (+ 0.1 KWH) ,24.3KWH (+ 0.1 KWH) ,11:59:40 a.m,06,abril,2020
225KWH (+ 0.0 KWH) ,361.7KWH (+ 0.1 KWH) ,225KWH (+ 0.0 KWH) ,24.4KWH (+ 0.1 KWH) ,12:14:40 p.m,06,abril,2020
225.1KWH (+ 0.1 KWH) ,361.7KWH (+ 0.0 KWH) ,225.1KWH (+ 0.1 KWH) ,24.4KWH (+ 0.0 KWH) ,12:29:40 p.m,06,abril,2020
225.1KWH (+ 0.0 KWH) ,361.8KWH (+ 0.1 KWH) ,225.1KWH (+ 0.0 KWH) ,24.5KWH (+ 0.1 KWH) ,12:44:40 p.m,06,abril,2020
225.2KWH (+ 0.1 KWH) ,361.8KWH (+ 0.0 KWH) ,225.2KWH (+ 0.1 KWH) ,24.6KWH (+ 0.1 KWH) ,12:59:41 p.m,06,abril,2020
225.2KWH (+ 0.0 KWH) ,361.9KWH (+ 0.1 KWH) ,225.2KWH (+ 0.0 KWH) ,24.7KWH (+ 0.1 KWH) ,01:14:41 p.m,06,abril,2020
225.3KWH (+ 0.1 KWH) ,361.9KWH (+ 0.0 KWH) ,225.3KWH (+ 0.1 KWH) ,24.7KWH (+ 0.0 KWH) ,01:29:41 p.m,06,abril,2020
225.3KWH (+ 0.0 KWH) ,361.9KWH (+ 0.0 KWH) ,225.3KWH (+ 0.0 KWH) ,24.8KWH (+ 0.1 KWH) ,01:44:41 p.m,06,abril,2020
225.3KWH (+ 0.0 KWH) ,362KWH (+ 0.1 KWH) ,225.3KWH (+ 0.0 KWH) ,24.8KWH (+ 0.0 KWH) ,01:59:41 p.m,06,abril,2020
225.3KWH (+ 0.0 KWH) ,362KWH (+ 0.0 KWH) ,225.3KWH (+ 0.0 KWH) ,24.8KWH (+ 0.0 KWH) ,02:14:42 p.m,06,abril,2020
225.4KWH (+ 0.1 KWH) ,362KWH (+ 0.0 KWH) ,225.4KWH (+ 0.1 KWH) ,24.9KWH (+ 0.1 KWH) ,02:29:42 p.m,06,abril,2020
225.4KWH (+ 0.0 KWH) ,362KWH (+ 0.0 KWH) ,225.4KWH (+ 0.0 KWH) ,24.9KWH (+ 0.0 KWH) ,02:44:42 p.m,06,abril,2020
225.4KWH (+ 0.0 KWH) ,362.1KWH (+ 0.1 KWH) ,225.4KWH (+ 0.0 KWH) ,25KWH (+ 0.1 KWH) ,02:59:42 p.m,06,abril,2020
225.5KWH (+ 0.1 KWH) ,362.1KWH (+ 0.0 KWH) ,225.5KWH (+ 0.1 KWH) ,25.1KWH (+ 0.1 KWH) ,03:14:43 p.m,06,abril,2020
225.5KWH (+ 0.0 KWH) ,362.2KWH (+ 0.1 KWH) ,225.5KWH (+ 0.0 KWH) ,25.1KWH (+ 0.0 KWH) ,03:29:43 p.m,06,abril,2020
225.5KWH (+ 0.0 KWH) ,362.2KWH (+ 0.0 KWH) ,225.5KWH (+ 0.0 KWH) ,25.1KWH (+ 0.0 KWH) ,03:44:43 p.m,06,abril,2020
225.5KWH (+ 0.0 KWH) ,362.2KWH (+ 0.0 KWH) ,225.5KWH (+ 0.0 KWH) ,25.2KWH (+ 0.1 KWH) ,03:59:43 p.m,06,abril,2020
225.6KWH (+ 0.1 KWH) ,362.3KWH (+ 0.1 KWH) ,225.6KWH (+ 0.1 KWH) ,25.2KWH (+ 0.0 KWH) ,04:14:44 p.m,06,abril,2020
225.7KWH (+ 0.1 KWH) ,362.3KWH (+ 0.0 KWH) ,225.7KWH (+ 0.1 KWH) ,25.3KWH (+ 0.1 KWH) ,04:29:44 p.m,06,abril,2020
225.8KWH (+ 0.1 KWH) ,362.4KWH (+ 0.1 KWH) ,225.8KWH (+ 0.1 KWH) ,25.4KWH (+ 0.1 KWH) ,04:44:44 p.m,06,abril,2020
225.9KWH (+ 0.1 KWH) ,362.5KWH (+ 0.1 KWH) ,225.9KWH (+ 0.1 KWH) ,25.4KWH (+ 0.0 KWH) ,04:59:44 p.m,06,abril,2020
225.9KWH (+ 0.0 KWH) ,362.5KWH (+ 0.0 KWH) ,225.9KWH (+ 0.0 KWH) ,0KWH (+ -25.4 KWH) ,05:14:44 p.m,06,abril,2020
225.9KWH (+ 0.0 KWH) ,362.7KWH (+ 0.2 KWH) ,225.9KWH (+ 0.0 KWH) ,0KWH (+ 0.0 KWH) ,05:29:45 p.m,06,abril,2020
225.9KWH (+ 0.0 KWH) ,362.7KWH (+ 0.0 KWH) ,225.9KWH (+ 0.0 KWH) ,0KWH (+ 0.0 KWH) ,05:44:45 p.m,06,abril,2020
225.9KWH (+ 0.0 KWH) ,362.8KWH (+ 0.1 KWH) ,225.9KWH (+ 0.0 KWH) ,0KWH (+ 0.0 KWH) ,05:59:45 p.m,06,abril,2020
225.9KWH (+ 0.0 KWH) ,362.9KWH (+ 0.1 KWH) ,225.9KWH (+ 0.0 KWH) ,0KWH (+ 0.0 KWH) ,06:14:45 p.m,06,abril,2020
225.9KWH (+ 0.0 KWH) ,363KWH (+ 0.1 KWH) ,225.9KWH (+ 0.0 KWH) ,0KWH (+ 0.0 KWH) ,06:29:45 p.m,06,abril,2020
225.9KWH (+ 0.0 KWH) ,363.1KWH (+ 0.1 KWH) ,225.9KWH (+ 0.0 KWH) ,0KWH (+ 0.0 KWH) ,06:44:46 p.m,06,abril,2020
225.9KWH (+ 0.0 KWH) ,363.2KWH (+ 0.1 KWH) ,225.9KWH (+ 0.0 KWH) ,0KWH (+ 0.0 KWH) ,06:59:46 p.m,06,abril,2020
225.9KWH (+ 0.0 KWH) ,363.2KWH (+ 0.0 KWH) ,225.9KWH (+ 0.0 KWH) ,0KWH (+ 0.0 KWH) ,07:14:46 p.m,06,abril,2020
226KWH (+ 0.1 KWH) ,363.3KWH (+ 0.1 KWH) ,226KWH (+ 0.1 KWH) ,0KWH (+ 0.0 KWH) ,07:29:46 p.m,06,abril,2020
226KWH (+ 0.0 KWH) ,363.3KWH (+ 0.0 KWH) ,226KWH (+ 0.0 KWH) ,0KWH (+ 0.0 KWH) ,01:39:20 a.m,07,abril,2020
226.6KWH (+ 0.6 KWH) ,364.1KWH (+ 0.8 KWH) ,226.6KWH (+ 0.6 KWH) ,0KWH (+ 0.0 KWH) ,09:04:15 a.m,07,abril,2020
227.3KWH (+ 0.7 KWH) ,365KWH (+ 0.9 KWH) ,227.3KWH (+ 0.7 KWH) ,0.4KWH (+ 0.4 KWH) ,09:19:17 a.m,07,abril,2020
227.3KWH (+ 0.0 KWH) ,365.1KWH (+ 0.1 KWH) ,227.3KWH (+ 0.0 KWH) ,0.5KWH (+ 0.1 KWH) ,09:34:17 a.m,07,abril,2020
227.4KWH (+ 0.1 KWH) ,365.1KWH (+ 0.0 KWH) ,227.4KWH (+ 0.1 KWH) ,0.6KWH (+ 0.1 KWH) ,09:49:17 a.m,07,abril,2020
227.4KWH (+ 0.0 KWH) ,365.2KWH (+ 0.1 KWH) ,227.4KWH (+ 0.0 KWH) ,0.7KWH (+ 0.1 KWH) ,10:04:18 a.m,07,abril,2020
227.5KWH (+ 0.1 KWH) ,365.2KWH (+ 0.0 KWH) ,227.5KWH (+ 0.1 KWH) ,0.8KWH (+ 0.1 KWH) ,10:19:18 a.m,07,abril,2020
227.6KWH (+ 0.1 KWH) ,365.4KWH (+ 0.2 KWH) ,227.6KWH (+ 0.1 KWH) ,1KWH (+ 0.2 KWH) ,10:34:18 a.m,07,abril,2020
227.7KWH (+ 0.1 KWH) ,365.5KWH (+ 0.1 KWH) ,227.7KWH (+ 0.1 KWH) ,1.1KWH (+ 0.1 KWH) ,10:49:18 a.m,07,abril,2020
227.8KWH (+ 0.1 KWH) ,365.5KWH (+ 0.0 KWH) ,227.8KWH (+ 0.1 KWH) ,1.3KWH (+ 0.2 KWH) ,11:04:18 a.m,07,abril,2020
227.8KWH (+ 0.0 KWH) ,365.6KWH (+ 0.1 KWH) ,227.8KWH (+ 0.0 KWH) ,1.4KWH (+ 0.1 KWH) ,11:19:18 a.m,07,abril,2020
227.9KWH (+ 0.1 KWH) ,365.7KWH (+ 0.1 KWH) ,227.9KWH (+ 0.1 KWH) ,1.5KWH (+ 0.1 KWH) ,11:34:18 a.m,07,abril,2020
227.9KWH (+ 0.0 KWH) ,365.7KWH (+ 0.0 KWH) ,227.9KWH (+ 0.0 KWH) ,1.6KWH (+ 0.1 KWH) ,11:49:18 a.m,07,abril,2020
228KWH (+ 0.1 KWH) ,365.8KWH (+ 0.1 KWH) ,228KWH (+ 0.1 KWH) ,1.7KWH (+ 0.1 KWH) ,12:04:19 p.m,07,abril,2020
228.1KWH (+ 0.1 KWH) ,365.9KWH (+ 0.1 KWH) ,228.1KWH (+ 0.1 KWH) ,1.8KWH (+ 0.1 KWH) ,12:19:19 p.m,07,abril,2020
228.2KWH (+ 0.1 KWH) ,366KWH (+ 0.1 KWH) ,228.2KWH (+ 0.1 KWH) ,1.9KWH (+ 0.1 KWH) ,12:34:19 p.m,07,abril,2020
228.2KWH (+ 0.0 KWH) ,366KWH (+ 0.0 KWH) ,228.2KWH (+ 0.0 KWH) ,1.9KWH (+ 0.0 KWH) ,12:49:19 p.m,07,abril,2020
228.3KWH (+ 0.1 KWH) ,366KWH (+ 0.0 KWH) ,228.3KWH (+ 0.1 KWH) ,2KWH (+ 0.1 KWH) ,01:04:19 p.m,07,abril,2020
228.3KWH (+ 0.0 KWH) ,366.1KWH (+ 0.1 KWH) ,228.3KWH (+ 0.0 KWH) ,2.1KWH (+ 0.1 KWH) ,01:19:19 p.m,07,abril,2020
228.3KWH (+ 0.0 KWH) ,366.1KWH (+ 0.0 KWH) ,228.3KWH (+ 0.0 KWH) ,2.1KWH (+ 0.0 KWH) ,01:34:19 p.m,07,abril,2020
228.4KWH (+ 0.1 KWH) ,366.1KWH (+ 0.0 KWH) ,228.4KWH (+ 0.1 KWH) ,2.1KWH (+ 0.0 KWH) ,01:49:19 p.m,07,abril,2020
228.4KWH (+ 0.0 KWH) ,366.2KWH (+ 0.1 KWH) ,228.4KWH (+ 0.0 KWH) ,2.2KWH (+ 0.1 KWH) ,02:04:19 p.m,07,abril,2020
228.4KWH (+ 0.0 KWH) ,366.2KWH (+ 0.0 KWH) ,228.4KWH (+ 0.0 KWH) ,2.3KWH (+ 0.1 KWH) ,02:19:20 p.m,07,abril,2020
228.5KWH (+ 0.1 KWH) ,366.2KWH (+ 0.0 KWH) ,228.5KWH (+ 0.1 KWH) ,2.3KWH (+ 0.0 KWH) ,02:34:20 p.m,07,abril,2020
228.5KWH (+ 0.0 KWH) ,366.3KWH (+ 0.1 KWH) ,228.5KWH (+ 0.0 KWH) ,2.3KWH (+ 0.0 KWH) ,02:49:20 p.m,07,abril,2020
228.5KWH (+ 0.0 KWH) ,366.3KWH (+ 0.0 KWH) ,228.5KWH (+ 0.0 KWH) ,2.4KWH (+ 0.1 KWH) ,03:04:20 p.m,07,abril,2020
228.5KWH (+ 0.0 KWH) ,366.3KWH (+ 0.0 KWH) ,228.5KWH (+ 0.0 KWH) ,2.4KWH (+ 0.0 KWH) ,03:19:20 p.m,07,abril,2020
228.5KWH (+ 0.0 KWH) ,366.3KWH (+ 0.0 KWH) ,228.5KWH (+ 0.0 KWH) ,2.5KWH (+ 0.1 KWH) ,03:34:20 p.m,07,abril,2020
228.6KWH (+ 0.1 KWH) ,366.4KWH (+ 0.1 KWH) ,228.6KWH (+ 0.1 KWH) ,2.5KWH (+ 0.0 KWH) ,03:49:20 p.m,07,abril,2020
228.7KWH (+ 0.1 KWH) ,366.4KWH (+ 0.0 KWH) ,228.7KWH (+ 0.1 KWH) ,2.6KWH (+ 0.1 KWH) ,04:04:21 p.m,07,abril,2020
228.7KWH (+ 0.0 KWH) ,366.5KWH (+ 0.1 KWH) ,228.7KWH (+ 0.0 KWH) ,2.6KWH (+ 0.0 KWH) ,04:19:21 p.m,07,abril,2020
228.8KWH (+ 0.1 KWH) ,366.5KWH (+ 0.0 KWH) ,228.8KWH (+ 0.1 KWH) ,2.7KWH (+ 0.1 KWH) ,04:34:21 p.m,07,abril,2020
228.8KWH (+ 0.0 KWH) ,366.6KWH (+ 0.1 KWH) ,228.8KWH (+ 0.0 KWH) ,2.7KWH (+ 0.0 KWH) ,04:49:21 p.m,07,abril,2020
228.9KWH (+ 0.1 KWH) ,366.6KWH (+ 0.0 KWH) ,228.9KWH (+ 0.1 KWH) ,2.7KWH (+ 0.0 KWH) ,05:04:21 p.m,07,abril,2020
228.9KWH (+ 0.0 KWH) ,366.7KWH (+ 0.1 KWH) ,228.9KWH (+ 0.0 KWH) ,2.7KWH (+ 0.0 KWH) ,05:19:21 p.m,07,abril,2020
229KWH (+ 0.1 KWH) ,366.8KWH (+ 0.1 KWH) ,229KWH (+ 0.1 KWH) ,2.8KWH (+ 0.1 KWH) ,05:34:22 p.m,07,abril,2020
229.1KWH (+ 0.1 KWH) ,366.8KWH (+ 0.0 KWH) ,229.1KWH (+ 0.1 KWH) ,2.8KWH (+ 0.0 KWH) ,05:49:22 p.m,07,abril,2020
229.1KWH (+ 0.0 KWH) ,366.9KWH (+ 0.1 KWH) ,229.1KWH (+ 0.0 KWH) ,2.8KWH (+ 0.0 KWH) ,06:04:22 p.m,07,abril,2020
229.2KWH (+ 0.1 KWH) ,367KWH (+ 0.1 KWH) ,229.2KWH (+ 0.1 KWH) ,2.8KWH (+ 0.0 KWH) ,06:19:22 p.m,07,abril,2020
229.3KWH (+ 0.1 KWH) ,367KWH (+ 0.0 KWH) ,229.3KWH (+ 0.1 KWH) ,2.8KWH (+ 0.0 KWH) ,06:34:22 p.m,07,abril,2020
229.3KWH (+ 0.0 KWH) ,367.1KWH (+ 0.1 KWH) ,229.3KWH (+ 0.0 KWH) ,2.8KWH (+ 0.0 KWH) ,06:49:22 p.m,07,abril,2020
229.4KWH (+ 0.1 KWH) ,367.2KWH (+ 0.1 KWH) ,229.4KWH (+ 0.1 KWH) ,2.8KWH (+ 0.0 KWH) ,07:04:23 p.m,07,abril,2020
229.4KWH (+ 0.0 KWH) ,367.2KWH (+ 0.0 KWH) ,229.4KWH (+ 0.0 KWH) ,2.8KWH (+ 0.0 KWH) ,01:13:35 a.m,08,abril,2020
230KWH (+ 0.6 KWH) ,368KWH (+ 0.8 KWH) ,230KWH (+ 0.6 KWH) ,2.8KWH (+ 0.0 KWH) ,09:03:00 a.m,08,abril,2020
230.5KWH (+ 0.5 KWH) ,368.9KWH (+ 0.9 KWH) ,230.5KWH (+ 0.5 KWH) ,3.1KWH (+ 0.3 KWH) ,09:18:07 a.m,08,abril,2020
230.6KWH (+ 0.1 KWH) ,369.1KWH (+ 0.2 KWH) ,230.6KWH (+ 0.1 KWH) ,3.3KWH (+ 0.2 KWH) ,09:33:07 a.m,08,abril,2020
230.6KWH (+ 0.0 KWH) ,369.1KWH (+ 0.0 KWH) ,230.6KWH (+ 0.0 KWH) ,3.4KWH (+ 0.1 KWH) ,09:48:07 a.m,08,abril,2020
230.7KWH (+ 0.1 KWH) ,369.2KWH (+ 0.1 KWH) ,230.7KWH (+ 0.1 KWH) ,3.5KWH (+ 0.1 KWH) ,10:03:07 a.m,08,abril,2020
230.8KWH (+ 0.1 KWH) ,369.3KWH (+ 0.1 KWH) ,230.8KWH (+ 0.1 KWH) ,3.7KWH (+ 0.2 KWH) ,10:18:07 a.m,08,abril,2020
230.8KWH (+ 0.0 KWH) ,369.3KWH (+ 0.0 KWH) ,230.8KWH (+ 0.0 KWH) ,3.8KWH (+ 0.1 KWH) ,10:33:08 a.m,08,abril,2020
230.9KWH (+ 0.1 KWH) ,369.3KWH (+ 0.0 KWH) ,230.9KWH (+ 0.1 KWH) ,3.9KWH (+ 0.1 KWH) ,10:48:08 a.m,08,abril,2020
230.9KWH (+ 0.0 KWH) ,369.4KWH (+ 0.1 KWH) ,230.9KWH (+ 0.0 KWH) ,4KWH (+ 0.1 KWH) ,11:03:08 a.m,08,abril,2020
231KWH (+ 0.1 KWH) ,369.4KWH (+ 0.0 KWH) ,231KWH (+ 0.1 KWH) ,4.1KWH (+ 0.1 KWH) ,11:18:08 a.m,08,abril,2020
231KWH (+ 0.0 KWH) ,369.5KWH (+ 0.1 KWH) ,231KWH (+ 0.0 KWH) ,4.2KWH (+ 0.1 KWH) ,11:33:08 a.m,08,abril,2020
231KWH (+ 0.0 KWH) ,369.5KWH (+ 0.0 KWH) ,231KWH (+ 0.0 KWH) ,4.3KWH (+ 0.1 KWH) ,11:48:09 a.m,08,abril,2020
231.1KWH (+ 0.1 KWH) ,369.6KWH (+ 0.1 KWH) ,231.1KWH (+ 0.1 KWH) ,4.3KWH (+ 0.0 KWH) ,12:03:09 p.m,08,abril,2020
231.2KWH (+ 0.1 KWH) ,369.6KWH (+ 0.0 KWH) ,231.2KWH (+ 0.1 KWH) ,4.4KWH (+ 0.1 KWH) ,12:18:09 p.m,08,abril,2020
231.2KWH (+ 0.0 KWH) ,369.7KWH (+ 0.1 KWH) ,231.2KWH (+ 0.0 KWH) ,4.5KWH (+ 0.1 KWH) ,12:33:09 p.m,08,abril,2020
231.3KWH (+ 0.1 KWH) ,369.7KWH (+ 0.0 KWH) ,231.3KWH (+ 0.1 KWH) ,4.5KWH (+ 0.0 KWH) ,12:48:09 p.m,08,abril,2020
231.3KWH (+ 0.0 KWH) ,369.8KWH (+ 0.1 KWH) ,231.3KWH (+ 0.0 KWH) ,4.6KWH (+ 0.1 KWH) ,01:03:10 p.m,08,abril,2020
231.3KWH (+ 0.0 KWH) ,369.8KWH (+ 0.0 KWH) ,231.3KWH (+ 0.0 KWH) ,4.6KWH (+ 0.0 KWH) ,01:18:10 p.m,08,abril,2020
231.3KWH (+ 0.0 KWH) ,369.8KWH (+ 0.0 KWH) ,231.3KWH (+ 0.0 KWH) ,4.7KWH (+ 0.1 KWH) ,01:33:10 p.m,08,abril,2020
231.3KWH (+ 0.0 KWH) ,369.8KWH (+ 0.0 KWH) ,231.3KWH (+ 0.0 KWH) ,4.7KWH (+ 0.0 KWH) ,01:48:10 p.m,08,abril,2020
231.4KWH (+ 0.1 KWH) ,369.9KWH (+ 0.1 KWH) ,231.4KWH (+ 0.1 KWH) ,4.8KWH (+ 0.1 KWH) ,02:03:11 p.m,08,abril,2020
231.4KWH (+ 0.0 KWH) ,369.9KWH (+ 0.0 KWH) ,231.4KWH (+ 0.0 KWH) ,4.8KWH (+ 0.0 KWH) ,02:18:11 p.m,08,abril,2020
231.5KWH (+ 0.1 KWH) ,369.9KWH (+ 0.0 KWH) ,231.5KWH (+ 0.1 KWH) ,4.9KWH (+ 0.1 KWH) ,02:33:11 p.m,08,abril,2020
231.5KWH (+ 0.0 KWH) ,370KWH (+ 0.1 KWH) ,231.5KWH (+ 0.0 KWH) ,4.9KWH (+ 0.0 KWH) ,02:48:11 p.m,08,abril,2020
231.5KWH (+ 0.0 KWH) ,370KWH (+ 0.0 KWH) ,231.5KWH (+ 0.0 KWH) ,4.9KWH (+ 0.0 KWH) ,03:03:12 p.m,08,abril,2020
231.5KWH (+ 0.0 KWH) ,370KWH (+ 0.0 KWH) ,231.5KWH (+ 0.0 KWH) ,5KWH (+ 0.1 KWH) ,03:18:12 p.m,08,abril,2020
231.6KWH (+ 0.1 KWH) ,370KWH (+ 0.0 KWH) ,231.6KWH (+ 0.1 KWH) ,5KWH (+ 0.0 KWH) ,03:33:12 p.m,08,abril,2020
231.6KWH (+ 0.0 KWH) ,370.1KWH (+ 0.1 KWH) ,231.6KWH (+ 0.0 KWH) ,5.1KWH (+ 0.1 KWH) ,03:48:12 p.m,08,abril,2020
231.7KWH (+ 0.1 KWH) ,370.2KWH (+ 0.1 KWH) ,231.7KWH (+ 0.1 KWH) ,5.2KWH (+ 0.1 KWH) ,04:03:13 p.m,08,abril,2020
231.7KWH (+ 0.0 KWH) ,370.2KWH (+ 0.0 KWH) ,231.7KWH (+ 0.0 KWH) ,5.2KWH (+ 0.0 KWH) ,04:18:13 p.m,08,abril,2020
231.8KWH (+ 0.1 KWH) ,370.3KWH (+ 0.1 KWH) ,231.8KWH (+ 0.1 KWH) ,5.3KWH (+ 0.1 KWH) ,04:33:13 p.m,08,abril,2020
231.8KWH (+ 0.0 KWH) ,370.3KWH (+ 0.0 KWH) ,231.8KWH (+ 0.0 KWH) ,5.3KWH (+ 0.0 KWH) ,04:48:13 p.m,08,abril,2020
231.9KWH (+ 0.1 KWH) ,370.5KWH (+ 0.2 KWH) ,231.9KWH (+ 0.1 KWH) ,5.3KWH (+ 0.0 KWH) ,05:03:14 p.m,08,abril,2020
231.9KWH (+ 0.0 KWH) ,370.5KWH (+ 0.0 KWH) ,231.9KWH (+ 0.0 KWH) ,5.3KWH (+ 0.0 KWH) ,05:18:14 p.m,08,abril,2020
231.9KWH (+ 0.0 KWH) ,370.6KWH (+ 0.1 KWH) ,231.9KWH (+ 0.0 KWH) ,5.3KWH (+ 0.0 KWH) ,05:33:14 p.m,08,abril,2020
231.9KWH (+ 0.0 KWH) ,370.7KWH (+ 0.1 KWH) ,231.9KWH (+ 0.0 KWH) ,5.3KWH (+ 0.0 KWH) ,05:48:14 p.m,08,abril,2020
231.9KWH (+ 0.0 KWH) ,370.8KWH (+ 0.1 KWH) ,231.9KWH (+ 0.0 KWH) ,5.3KWH (+ 0.0 KWH) ,06:03:14 p.m,08,abril,2020
231.9KWH (+ 0.0 KWH) ,370.8KWH (+ 0.0 KWH) ,231.9KWH (+ 0.0 KWH) ,5.3KWH (+ 0.0 KWH) ,06:18:14 p.m,08,abril,2020
231.9KWH (+ 0.0 KWH) ,370.9KWH (+ 0.1 KWH) ,231.9KWH (+ 0.0 KWH) ,5.3KWH (+ 0.0 KWH) ,06:33:15 p.m,08,abril,2020
231.9KWH (+ 0.0 KWH) ,371KWH (+ 0.1 KWH) ,231.9KWH (+ 0.0 KWH) ,5.3KWH (+ 0.0 KWH) ,06:48:15 p.m,08,abril,2020
231.9KWH (+ 0.0 KWH) ,371KWH (+ 0.0 KWH) ,231.9KWH (+ 0.0 KWH) ,5.3KWH (+ 0.0 KWH) ,07:03:15 p.m,08,abril,2020
231.9KWH (+ 0.0 KWH) ,371.1KWH (+ 0.1 KWH) ,231.9KWH (+ 0.0 KWH) ,5.3KWH (+ 0.0 KWH) ,07:18:15 p.m,08,abril,2020
232KWH (+ 0.1 KWH) ,371.1KWH (+ 0.0 KWH) ,232KWH (+ 0.1 KWH) ,5.3KWH (+ 0.0 KWH) ,07:33:15 p.m,08,abril,2020
232KWH (+ 0.0 KWH) ,371.2KWH (+ 0.1 KWH) ,232KWH (+ 0.0 KWH) ,5.3KWH (+ 0.0 KWH) ,01:41:07 a.m,09,abril,2020
232.6KWH (+ 0.6 KWH) ,371.9KWH (+ 0.7 KWH) ,232.6KWH (+ 0.6 KWH) ,5.3KWH (+ 0.0 KWH) ,09:08:23 a.m,09,abril,2020
233.1KWH (+ 0.5 KWH) ,373KWH (+ 1.1 KWH) ,233.1KWH (+ 0.5 KWH) ,5.7KWH (+ 0.4 KWH) ,09:23:26 a.m,09,abril,2020
233.1KWH (+ 0.0 KWH) ,373KWH (+ 0.0 KWH) ,233.1KWH (+ 0.0 KWH) ,5.8KWH (+ 0.1 KWH) ,09:38:26 a.m,09,abril,2020
233.2KWH (+ 0.1 KWH) ,373.1KWH (+ 0.1 KWH) ,233.2KWH (+ 0.1 KWH) ,5.9KWH (+ 0.1 KWH) ,09:53:26 a.m,09,abril,2020
233.2KWH (+ 0.0 KWH) ,373.1KWH (+ 0.0 KWH) ,233.2KWH (+ 0.0 KWH) ,6KWH (+ 0.1 KWH) ,10:08:27 a.m,09,abril,2020
233.3KWH (+ 0.1 KWH) ,373.1KWH (+ 0.0 KWH) ,233.3KWH (+ 0.1 KWH) ,6.1KWH (+ 0.1 KWH) ,10:23:27 a.m,09,abril,2020
233.3KWH (+ 0.0 KWH) ,373.2KWH (+ 0.1 KWH) ,233.3KWH (+ 0.0 KWH) ,6.2KWH (+ 0.1 KWH) ,10:38:27 a.m,09,abril,2020
233.4KWH (+ 0.1 KWH) ,373.3KWH (+ 0.1 KWH) ,233.4KWH (+ 0.1 KWH) ,6.3KWH (+ 0.1 KWH) ,10:53:27 a.m,09,abril,2020
233.5KWH (+ 0.1 KWH) ,373.3KWH (+ 0.0 KWH) ,233.5KWH (+ 0.1 KWH) ,6.4KWH (+ 0.1 KWH) ,11:08:27 a.m,09,abril,2020
233.5KWH (+ 0.0 KWH) ,373.4KWH (+ 0.1 KWH) ,233.5KWH (+ 0.0 KWH) ,6.5KWH (+ 0.1 KWH) ,11:23:27 a.m,09,abril,2020
233.6KWH (+ 0.1 KWH) ,373.4KWH (+ 0.0 KWH) ,233.6KWH (+ 0.1 KWH) ,6.6KWH (+ 0.1 KWH) ,11:38:28 a.m,09,abril,2020
233.6KWH (+ 0.0 KWH) ,373.5KWH (+ 0.1 KWH) ,233.6KWH (+ 0.0 KWH) ,6.7KWH (+ 0.1 KWH) ,11:53:28 a.m,09,abril,2020
233.7KWH (+ 0.1 KWH) ,373.5KWH (+ 0.0 KWH) ,233.7KWH (+ 0.1 KWH) ,6.7KWH (+ 0.0 KWH) ,06:05:35 p.m,09,abril,2020
234.2KWH (+ 0.5 KWH) ,374.1KWH (+ 0.6 KWH) ,234.2KWH (+ 0.5 KWH) ,7.6KWH (+ 0.9 KWH) ,08:35:51 a.m,10,abril,2020
235.5KWH (+ 1.3 KWH) ,376KWH (+ 1.9 KWH) ,235.5KWH (+ 1.3 KWH) ,7.6KWH (+ 0.0 KWH) ,08:50:56 a.m,10,abril,2020
235.5KWH (+ 0.0 KWH) ,376.1KWH (+ 0.1 KWH) ,235.5KWH (+ 0.0 KWH) ,7.7KWH (+ 0.1 KWH) ,09:05:56 a.m,10,abril,2020
235.5KWH (+ 0.0 KWH) ,376.1KWH (+ 0.0 KWH) ,235.5KWH (+ 0.0 KWH) ,7.7KWH (+ 0.0 KWH) ,09:20:57 a.m,10,abril,2020
